dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [2/20] Iters:[6530/20018] gen_loss 0.1508, rec_loss 0.0282, lpips_loss 0.1794, g_loss -0.0201, disc_weight 0.5000, disc_adaptive_weight 2.8191, d_loss 0.5004, logits_real 0.0200, logits_fake 0.0201,
Train Epoch: [2/20] Iters:[6540/20018] gen_loss 0.1515, rec_loss 0.0289, lpips_loss 0.1799, g_loss -0.0198, disc_weight 0.5000, disc_adaptive_weight 2.8836, d_loss 0.5004, logits_real 0.0197, logits_fake 0.0198,
Train Epoch: [2/20] Iters:[6550/20018] gen_loss 0.1521, rec_loss 0.0293, lpips_loss 0.1812, g_loss -0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9985, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0194,
Train Epoch: [2/20] Iters:[6560/20018] gen_loss 0.1541, rec_loss 0.0294, lpips_loss 0.1811, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9463, d_loss 0.5004, logits_real 0.0189, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[6570/20018] gen_loss 0.1555, rec_loss 0.0294, lpips_loss 0.1815, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9639, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6580/20018] gen_loss 0.1553, rec_loss 0.0287, lpips_loss 0.1795, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8816, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[6590/20018] gen_loss 0.1563, rec_loss 0.0282, lpips_loss 0.1794, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8246, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[6600/20018] gen_loss 0.1574, rec_loss 0.0280, lpips_loss 0.1793, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7716, d_loss 0.5004, logits_real 0.0177, logits_fake 0.0178,
Train Epoch: [2/20] Iters:[6610/20018] gen_loss 0.1576, rec_loss 0.0278, lpips_loss 0.1785, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.7499, d_loss 0.5003, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[6620/20018] gen_loss 0.1549, rec_loss 0.0275, lpips_loss 0.1775, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7712, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0179,
Train Epoch: [2/20] Iters:[6630/20018] gen_loss 0.1543, rec_loss 0.0281, lpips_loss 0.1788, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8458, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[6640/20018] gen_loss 0.1547, rec_loss 0.0289, lpips_loss 0.1795, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8744, d_loss 0.5003, logits_real 0.0188, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[6650/20018] gen_loss 0.1531, rec_loss 0.0291, lpips_loss 0.1798, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9562, d_loss 0.5003, logits_real 0.0190, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6660/20018] gen_loss 0.1524, rec_loss 0.0295, lpips_loss 0.1801, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9931, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0188,
Train Epoch: [2/20] Iters:[6670/20018] gen_loss 0.1563, rec_loss 0.0302, lpips_loss 0.1811, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9224, d_loss 0.5003, logits_real 0.0187, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6680/20018] gen_loss 0.1566, rec_loss 0.0300, lpips_loss 0.1808, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9343, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6690/20018] gen_loss 0.1567, rec_loss 0.0292, lpips_loss 0.1797, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8845, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[6700/20018] gen_loss 0.1585, rec_loss 0.0291, lpips_loss 0.1792, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7649, d_loss 0.5004, logits_real 0.0179, logits_fake 0.0179,
Train Epoch: [2/20] Iters:[6710/20018] gen_loss 0.1576, rec_loss 0.0288, lpips_loss 0.1791, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.7937, d_loss 0.5004, logits_real 0.0178, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[6720/20018] gen_loss 0.1551, rec_loss 0.0280, lpips_loss 0.1776, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7790, d_loss 0.5005, logits_real 0.0181, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[6730/20018] gen_loss 0.1562, rec_loss 0.0283, lpips_loss 0.1776, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7048, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6740/20018] gen_loss 0.1586, rec_loss 0.0292, lpips_loss 0.1793, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6826, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6750/20018] gen_loss 0.1592, rec_loss 0.0296, lpips_loss 0.1789, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.6804, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6760/20018] gen_loss 0.1577, rec_loss 0.0292, lpips_loss 0.1780, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7294, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[6770/20018] gen_loss 0.1591, rec_loss 0.0295, lpips_loss 0.1798, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.7665, d_loss 0.5004, logits_real 0.0181, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[6780/20018] gen_loss 0.1582, rec_loss 0.0296, lpips_loss 0.1808, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8490, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[6790/20018] gen_loss 0.1565, rec_loss 0.0296, lpips_loss 0.1802, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8955, d_loss 0.5004, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6800/20018] gen_loss 0.1559, rec_loss 0.0293, lpips_loss 0.1812, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9326, d_loss 0.5004, logits_real 0.0181, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6810/20018] gen_loss 0.1585, rec_loss 0.0296, lpips_loss 0.1819, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8286, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6820/20018] gen_loss 0.1577, rec_loss 0.0296, lpips_loss 0.1806, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.7898, d_loss 0.5004, logits_real 0.0183, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6830/20018] gen_loss 0.1584, rec_loss 0.0293, lpips_loss 0.1800, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.7362, d_loss 0.5004, logits_real 0.0184, logits_fake 0.0185,
Train Epoch: [2/20] Iters:[6840/20018] gen_loss 0.1580, rec_loss 0.0293, lpips_loss 0.1795, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7409, d_loss 0.5004, logits_real 0.0184, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6850/20018] gen_loss 0.1578, rec_loss 0.0292, lpips_loss 0.1793, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7488, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6860/20018] gen_loss 0.1580, rec_loss 0.0288, lpips_loss 0.1792, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.6891, d_loss 0.5004, logits_real 0.0186, logits_fake 0.0187,
Train Epoch: [2/20] Iters:[6870/20018] gen_loss 0.1582, rec_loss 0.0287, lpips_loss 0.1800, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7605, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[6880/20018] gen_loss 0.1571, rec_loss 0.0289, lpips_loss 0.1797, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.8177, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[6890/20018] gen_loss 0.1564, rec_loss 0.0286, lpips_loss 0.1797, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8732, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0179,
Train Epoch: [2/20] Iters:[6900/20018] gen_loss 0.1570, rec_loss 0.0289, lpips_loss 0.1793, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.8829, d_loss 0.5003, logits_real 0.0177, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[6910/20018] gen_loss 0.1586, rec_loss 0.0296, lpips_loss 0.1807, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9393, d_loss 0.5003, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [2/20] Iters:[6920/20018] gen_loss 0.1549, rec_loss 0.0293, lpips_loss 0.1796, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9995, d_loss 0.5004, logits_real 0.0178, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[6930/20018] gen_loss 0.1556, rec_loss 0.0295, lpips_loss 0.1807, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9875, d_loss 0.5004, logits_real 0.0181, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[6940/20018] gen_loss 0.1542, rec_loss 0.0295, lpips_loss 0.1811, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0279, d_loss 0.5004, logits_real 0.0185, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[6950/20018] gen_loss 0.1539, rec_loss 0.0294, lpips_loss 0.1816, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9607, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[6960/20018] gen_loss 0.1519, rec_loss 0.0294, lpips_loss 0.1811, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9887, d_loss 0.5003, logits_real 0.0193, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[6970/20018] gen_loss 0.1552, rec_loss 0.0303, lpips_loss 0.1823, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9429, d_loss 0.5003, logits_real 0.0193, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[6980/20018] gen_loss 0.1535, rec_loss 0.0297, lpips_loss 0.1810, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9707, d_loss 0.5003, logits_real 0.0192, logits_fake 0.0190,
Train Epoch: [2/20] Iters:[6990/20018] gen_loss 0.1537, rec_loss 0.0296, lpips_loss 0.1804, g_loss -0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9194, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[7000/20018] gen_loss 0.1527, rec_loss 0.0294, lpips_loss 0.1808, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9860, d_loss 0.5003, logits_real 0.0193, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[7010/20018] gen_loss 0.1505, rec_loss 0.0289, lpips_loss 0.1797, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0246, d_loss 0.5004, logits_real 0.0194, logits_fake 0.0195,
Train Epoch: [2/20] Iters:[7020/20018] gen_loss 0.1501, rec_loss 0.0287, lpips_loss 0.1796, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0358, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[7030/20018] gen_loss 0.1520, rec_loss 0.0292, lpips_loss 0.1804, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9797, d_loss 0.5003, logits_real 0.0194, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[7040/20018] gen_loss 0.1525, rec_loss 0.0289, lpips_loss 0.1806, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9534, d_loss 0.5003, logits_real 0.0195, logits_fake 0.0191,
Train Epoch: [2/20] Iters:[7050/20018] gen_loss 0.1523, rec_loss 0.0287, lpips_loss 0.1802, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9387, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[7060/20018] gen_loss 0.1541, rec_loss 0.0288, lpips_loss 0.1805, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8897, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[7070/20018] gen_loss 0.1548, rec_loss 0.0289, lpips_loss 0.1803, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8264, d_loss 0.5003, logits_real 0.0193, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[7080/20018] gen_loss 0.1539, rec_loss 0.0290, lpips_loss 0.1803, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8516, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0195,
Train Epoch: [2/20] Iters:[7090/20018] gen_loss 0.1524, rec_loss 0.0292, lpips_loss 0.1802, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9084, d_loss 0.5004, logits_real 0.0194, logits_fake 0.0196,
Train Epoch: [2/20] Iters:[7100/20018] gen_loss 0.1510, rec_loss 0.0296, lpips_loss 0.1802, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 3.0131, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0195,
Train Epoch: [2/20] Iters:[7110/20018] gen_loss 0.1529, rec_loss 0.0301, lpips_loss 0.1813, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9935, d_loss 0.5004, logits_real 0.0193, logits_fake 0.0195,
Train Epoch: [2/20] Iters:[7120/20018] gen_loss 0.1511, rec_loss 0.0295, lpips_loss 0.1806, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0093, d_loss 0.5005, logits_real 0.0191, logits_fake 0.0197,
Train Epoch: [2/20] Iters:[7130/20018] gen_loss 0.1512, rec_loss 0.0291, lpips_loss 0.1806, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9912, d_loss 0.5005, logits_real 0.0191, logits_fake 0.0199,
Train Epoch: [2/20] Iters:[7140/20018] gen_loss 0.1541, rec_loss 0.0291, lpips_loss 0.1812, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9119, d_loss 0.5005, logits_real 0.0190, logits_fake 0.0197,
Train Epoch: [2/20] Iters:[7150/20018] gen_loss 0.1554, rec_loss 0.0289, lpips_loss 0.1804, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8047, d_loss 0.5005, logits_real 0.0191, logits_fake 0.0196,
Train Epoch: [2/20] Iters:[7160/20018] gen_loss 0.1540, rec_loss 0.0285, lpips_loss 0.1793, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8104, d_loss 0.5004, logits_real 0.0191, logits_fake 0.0193,
Train Epoch: [2/20] Iters:[7170/20018] gen_loss 0.1566, rec_loss 0.0290, lpips_loss 0.1806, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8153, d_loss 0.5003, logits_real 0.0190, logits_fake 0.0188,
Train Epoch: [2/20] Iters:[7180/20018] gen_loss 0.1580, rec_loss 0.0292, lpips_loss 0.1803, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.7948, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[7190/20018] gen_loss 0.1587, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7757, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[7200/20018] gen_loss 0.1615, rec_loss 0.0296, lpips_loss 0.1814, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.7218, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0178,
Train Epoch: [2/20] Iters:[7210/20018] gen_loss 0.1593, rec_loss 0.0293, lpips_loss 0.1810, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.7499, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[7220/20018] gen_loss 0.1583, rec_loss 0.0291, lpips_loss 0.1801, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.7195, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0182,
Train Epoch: [2/20] Iters:[7230/20018] gen_loss 0.1555, rec_loss 0.0289, lpips_loss 0.1802, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8383, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[7240/20018] gen_loss 0.1554, rec_loss 0.0292, lpips_loss 0.1803, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9096, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[7250/20018] gen_loss 0.1539, rec_loss 0.0288, lpips_loss 0.1795, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9649, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [2/20] Iters:[7260/20018] gen_loss 0.1580, rec_loss 0.0288, lpips_loss 0.1805, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8928, d_loss 0.5004, logits_real 0.0176, logits_fake 0.0176,
Train Epoch: [2/20] Iters:[7270/20018] gen_loss 0.1579, rec_loss 0.0287, lpips_loss 0.1798, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9267, d_loss 0.5004, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [2/20] Iters:[7280/20018] gen_loss 0.1597, rec_loss 0.0287, lpips_loss 0.1800, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9051, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0168,
Train Epoch: [2/20] Iters:[7290/20018] gen_loss 0.1596, rec_loss 0.0283, lpips_loss 0.1800, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8593, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0169,
Train Epoch: [2/20] Iters:[7300/20018] gen_loss 0.1609, rec_loss 0.0286, lpips_loss 0.1807, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8340, d_loss 0.5003, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [2/20] Iters:[7310/20018] gen_loss 0.1620, rec_loss 0.0292, lpips_loss 0.1817, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8719, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0171,
Train Epoch: [2/20] Iters:[7320/20018] gen_loss 0.1645, rec_loss 0.0294, lpips_loss 0.1832, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8305, d_loss 0.5003, logits_real 0.0171, logits_fake 0.0170,
Train Epoch: [2/20] Iters:[7330/20018] gen_loss 0.1649, rec_loss 0.0291, lpips_loss 0.1825, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.7543, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0172,
Train Epoch: [2/20] Iters:[7340/20018] gen_loss 0.1670, rec_loss 0.0294, lpips_loss 0.1835, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7369, d_loss 0.5004, logits_real 0.0170, logits_fake 0.0171,
Train Epoch: [2/20] Iters:[7350/20018] gen_loss 0.1666, rec_loss 0.0295, lpips_loss 0.1833, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7556, d_loss 0.5004, logits_real 0.0169, logits_fake 0.0170,
Train Epoch: [2/20] Iters:[7360/20018] gen_loss 0.1637, rec_loss 0.0291, lpips_loss 0.1817, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.8082, d_loss 0.5004, logits_real 0.0169, logits_fake 0.0171,
Train Epoch: [2/20] Iters:[7370/20018] gen_loss 0.1619, rec_loss 0.0298, lpips_loss 0.1815, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8777, d_loss 0.5003, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [2/20] Iters:[7380/20018] gen_loss 0.1608, rec_loss 0.0307, lpips_loss 0.1819, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9480, d_loss 0.5004, logits_real 0.0175, logits_fake 0.0177,
Train Epoch: [2/20] Iters:[7390/20018] gen_loss 0.1564, rec_loss 0.0301, lpips_loss 0.1804, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0241, d_loss 0.5004, logits_real 0.0179, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[7400/20018] gen_loss 0.1542, rec_loss 0.0297, lpips_loss 0.1795, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0261, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0184,
Train Epoch: [2/20] Iters:[7410/20018] gen_loss 0.1530, rec_loss 0.0295, lpips_loss 0.1797, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0485, d_loss 0.5004, logits_real 0.0182, logits_fake 0.0186,
Train Epoch: [2/20] Iters:[7420/20018] gen_loss 0.1510, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1001, d_loss 0.5005, logits_real 0.0182, logits_fake 0.0188,
Train Epoch: [2/20] Iters:[7430/20018] gen_loss 0.1525, rec_loss 0.0285, lpips_loss 0.1798, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0602, d_loss 0.5005, logits_real 0.0179, logits_fake 0.0183,
Train Epoch: [2/20] Iters:[7440/20018] gen_loss 0.1545, rec_loss 0.0291, lpips_loss 0.1802, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0308, d_loss 0.5005, logits_real 0.0176, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[7450/20018] gen_loss 0.1572, rec_loss 0.0301, lpips_loss 0.1820, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0199, d_loss 0.5005, logits_real 0.0175, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[7460/20018] gen_loss 0.1570, rec_loss 0.0306, lpips_loss 0.1813, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0041, d_loss 0.5005, logits_real 0.0175, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[7470/20018] gen_loss 0.1582, rec_loss 0.0309, lpips_loss 0.1815, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9626, d_loss 0.5005, logits_real 0.0175, logits_fake 0.0181,
Train Epoch: [2/20] Iters:[7480/20018] gen_loss 0.1585, rec_loss 0.0315, lpips_loss 0.1827, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.9169, d_loss 0.5005, logits_real 0.0183, logits_fake 0.0188,
Train Epoch: [2/20] Iters:[7490/20018] gen_loss 0.1582, rec_loss 0.0314, lpips_loss 0.1829, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 2.8743, d_loss 0.5005, logits_real 0.0188, logits_fake 0.0192,
Train Epoch: [2/20] Iters:[7500/20018] gen_loss 0.1569, rec_loss 0.0311, lpips_loss 0.1825, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8798, d_loss 0.5004, logits_real 0.0192, logits_fake 0.0194,
Train Epoch: [2/20] Iters:[7510/20018] gen_loss 0.1564, rec_loss 0.0304, lpips_loss 0.1831, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 2.9078, d_loss 0.5003, logits_real 0.0194, logits_fake 0.0194,
Train Epoch: [2/20] Iters:[7520/20018] gen_loss 0.1551, rec_loss 0.0295, lpips_loss 0.1815, g_loss -0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8765, d_loss 0.5003, logits_real 0.0195, logits_fake 0.0191,
