dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [3/10] Iters:[13920/20018] gen_loss 0.1527, rec_loss 0.0290, lpips_loss 0.1780, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0479, d_loss 0.5003, logits_real 0.0176, logits_fake 0.0178,
Train Epoch: [3/10] Iters:[13930/20018] gen_loss 0.1537, rec_loss 0.0289, lpips_loss 0.1785, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9772, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0179,
Train Epoch: [3/10] Iters:[13940/20018] gen_loss 0.1532, rec_loss 0.0286, lpips_loss 0.1789, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9535, d_loss 0.5002, logits_real 0.0183, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[13950/20018] gen_loss 0.1510, rec_loss 0.0283, lpips_loss 0.1782, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9402, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[13960/20018] gen_loss 0.1503, rec_loss 0.0281, lpips_loss 0.1786, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9817, d_loss 0.5002, logits_real 0.0190, logits_fake 0.0189,
Train Epoch: [3/10] Iters:[13970/20018] gen_loss 0.1529, rec_loss 0.0280, lpips_loss 0.1793, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.9028, d_loss 0.5002, logits_real 0.0188, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[13980/20018] gen_loss 0.1541, rec_loss 0.0277, lpips_loss 0.1786, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.8633, d_loss 0.5002, logits_real 0.0184, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[13990/20018] gen_loss 0.1557, rec_loss 0.0280, lpips_loss 0.1788, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.8473, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[14000/20018] gen_loss 0.1607, rec_loss 0.0287, lpips_loss 0.1807, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7709, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0175,
Train Epoch: [3/10] Iters:[14010/20018] gen_loss 0.1608, rec_loss 0.0289, lpips_loss 0.1810, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8091, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0175,
Train Epoch: [3/10] Iters:[14020/20018] gen_loss 0.1602, rec_loss 0.0292, lpips_loss 0.1820, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8846, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[14030/20018] gen_loss 0.1587, rec_loss 0.0296, lpips_loss 0.1820, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9570, d_loss 0.5001, logits_real 0.0184, logits_fake 0.0180,
Train Epoch: [3/10] Iters:[14040/20018] gen_loss 0.1578, rec_loss 0.0299, lpips_loss 0.1820, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0119, d_loss 0.5001, logits_real 0.0185, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[14050/20018] gen_loss 0.1536, rec_loss 0.0291, lpips_loss 0.1803, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1235, d_loss 0.5001, logits_real 0.0183, logits_fake 0.0180,
Train Epoch: [3/10] Iters:[14060/20018] gen_loss 0.1534, rec_loss 0.0297, lpips_loss 0.1797, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1263, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0179,
Train Epoch: [3/10] Iters:[14070/20018] gen_loss 0.1525, rec_loss 0.0296, lpips_loss 0.1792, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1505, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[14080/20018] gen_loss 0.1521, rec_loss 0.0299, lpips_loss 0.1798, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.2189, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[14090/20018] gen_loss 0.1526, rec_loss 0.0296, lpips_loss 0.1795, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.1948, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0175,
Train Epoch: [3/10] Iters:[14100/20018] gen_loss 0.1557, rec_loss 0.0304, lpips_loss 0.1809, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.2010, d_loss 0.5002, logits_real 0.0175, logits_fake 0.0173,
Train Epoch: [3/10] Iters:[14110/20018] gen_loss 0.1556, rec_loss 0.0296, lpips_loss 0.1812, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.1778, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0174,
Train Epoch: [3/10] Iters:[14120/20018] gen_loss 0.1566, rec_loss 0.0293, lpips_loss 0.1814, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 3.1031, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0175,
Train Epoch: [3/10] Iters:[14130/20018] gen_loss 0.1582, rec_loss 0.0293, lpips_loss 0.1817, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0290, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[14140/20018] gen_loss 0.1576, rec_loss 0.0293, lpips_loss 0.1815, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9996, d_loss 0.5002, logits_real 0.0181, logits_fake 0.0178,
Train Epoch: [3/10] Iters:[14150/20018] gen_loss 0.1565, rec_loss 0.0286, lpips_loss 0.1796, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9160, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0177,
Train Epoch: [3/10] Iters:[14160/20018] gen_loss 0.1575, rec_loss 0.0284, lpips_loss 0.1792, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8631, d_loss 0.5001, logits_real 0.0178, logits_fake 0.0174,
Train Epoch: [3/10] Iters:[14170/20018] gen_loss 0.1587, rec_loss 0.0285, lpips_loss 0.1783, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8527, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0169,
Train Epoch: [3/10] Iters:[14180/20018] gen_loss 0.1617, rec_loss 0.0286, lpips_loss 0.1787, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.8264, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[14190/20018] gen_loss 0.1645, rec_loss 0.0285, lpips_loss 0.1789, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 2.7803, d_loss 0.5001, logits_real 0.0158, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[14200/20018] gen_loss 0.1665, rec_loss 0.0283, lpips_loss 0.1797, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 2.7242, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0153,
Train Epoch: [3/10] Iters:[14210/20018] gen_loss 0.1667, rec_loss 0.0287, lpips_loss 0.1801, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 2.7855, d_loss 0.5002, logits_real 0.0154, logits_fake 0.0154,
Train Epoch: [3/10] Iters:[14220/20018] gen_loss 0.1659, rec_loss 0.0287, lpips_loss 0.1809, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 2.8815, d_loss 0.5002, logits_real 0.0156, logits_fake 0.0156,
Train Epoch: [3/10] Iters:[14230/20018] gen_loss 0.1630, rec_loss 0.0284, lpips_loss 0.1798, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.8987, d_loss 0.5002, logits_real 0.0158, logits_fake 0.0158,
Train Epoch: [3/10] Iters:[14240/20018] gen_loss 0.1602, rec_loss 0.0282, lpips_loss 0.1794, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.9574, d_loss 0.5003, logits_real 0.0161, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[14250/20018] gen_loss 0.1586, rec_loss 0.0290, lpips_loss 0.1793, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 3.0615, d_loss 0.5003, logits_real 0.0164, logits_fake 0.0167,
Train Epoch: [3/10] Iters:[14260/20018] gen_loss 0.1593, rec_loss 0.0290, lpips_loss 0.1792, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 3.0295, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0166,
Train Epoch: [3/10] Iters:[14270/20018] gen_loss 0.1594, rec_loss 0.0293, lpips_loss 0.1788, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 3.0296, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[14280/20018] gen_loss 0.1613, rec_loss 0.0294, lpips_loss 0.1797, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.0109, d_loss 0.5003, logits_real 0.0161, logits_fake 0.0163,
Train Epoch: [3/10] Iters:[14290/20018] gen_loss 0.1612, rec_loss 0.0298, lpips_loss 0.1806, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 3.0806, d_loss 0.5002, logits_real 0.0162, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[14300/20018] gen_loss 0.1595, rec_loss 0.0292, lpips_loss 0.1802, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 3.0856, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[14310/20018] gen_loss 0.1569, rec_loss 0.0296, lpips_loss 0.1810, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.1607, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [3/10] Iters:[14320/20018] gen_loss 0.1555, rec_loss 0.0295, lpips_loss 0.1809, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.1101, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[14330/20018] gen_loss 0.1530, rec_loss 0.0295, lpips_loss 0.1802, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1258, d_loss 0.5002, logits_real 0.0181, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[14340/20018] gen_loss 0.1534, rec_loss 0.0297, lpips_loss 0.1802, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0738, d_loss 0.5002, logits_real 0.0186, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[14350/20018] gen_loss 0.1545, rec_loss 0.0301, lpips_loss 0.1814, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0783, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[14360/20018] gen_loss 0.1525, rec_loss 0.0294, lpips_loss 0.1797, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0869, d_loss 0.5002, logits_real 0.0187, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[14370/20018] gen_loss 0.1540, rec_loss 0.0296, lpips_loss 0.1814, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0800, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [3/10] Iters:[14380/20018] gen_loss 0.1533, rec_loss 0.0294, lpips_loss 0.1812, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0654, d_loss 0.5002, logits_real 0.0191, logits_fake 0.0188,
Train Epoch: [3/10] Iters:[14390/20018] gen_loss 0.1525, rec_loss 0.0294, lpips_loss 0.1809, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0545, d_loss 0.5002, logits_real 0.0192, logits_fake 0.0192,
Train Epoch: [3/10] Iters:[14400/20018] gen_loss 0.1526, rec_loss 0.0294, lpips_loss 0.1818, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0396, d_loss 0.5002, logits_real 0.0196, logits_fake 0.0196,
Train Epoch: [3/10] Iters:[14410/20018] gen_loss 0.1553, rec_loss 0.0296, lpips_loss 0.1829, g_loss -0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9175, d_loss 0.5002, logits_real 0.0199, logits_fake 0.0199,
Train Epoch: [3/10] Iters:[14420/20018] gen_loss 0.1546, rec_loss 0.0293, lpips_loss 0.1821, g_loss -0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8913, d_loss 0.5002, logits_real 0.0199, logits_fake 0.0199,
Train Epoch: [3/10] Iters:[14430/20018] gen_loss 0.1566, rec_loss 0.0295, lpips_loss 0.1828, g_loss -0.0194, disc_weight 0.5000, disc_adaptive_weight 2.8719, d_loss 0.5002, logits_real 0.0198, logits_fake 0.0195,
Train Epoch: [3/10] Iters:[14440/20018] gen_loss 0.1542, rec_loss 0.0289, lpips_loss 0.1821, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9791, d_loss 0.5001, logits_real 0.0194, logits_fake 0.0191,
Train Epoch: [3/10] Iters:[14450/20018] gen_loss 0.1533, rec_loss 0.0287, lpips_loss 0.1809, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0259, d_loss 0.5002, logits_real 0.0188, logits_fake 0.0186,
Train Epoch: [3/10] Iters:[14460/20018] gen_loss 0.1516, rec_loss 0.0286, lpips_loss 0.1805, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1429, d_loss 0.5002, logits_real 0.0183, logits_fake 0.0183,
Train Epoch: [3/10] Iters:[14470/20018] gen_loss 0.1503, rec_loss 0.0286, lpips_loss 0.1806, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.2356, d_loss 0.5002, logits_real 0.0181, logits_fake 0.0181,
Train Epoch: [3/10] Iters:[14480/20018] gen_loss 0.1487, rec_loss 0.0283, lpips_loss 0.1799, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.2306, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[14490/20018] gen_loss 0.1527, rec_loss 0.0288, lpips_loss 0.1810, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0867, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0184,
Train Epoch: [3/10] Iters:[14500/20018] gen_loss 0.1534, rec_loss 0.0288, lpips_loss 0.1806, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0124, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[14510/20018] gen_loss 0.1539, rec_loss 0.0287, lpips_loss 0.1803, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0042, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0185,
Train Epoch: [3/10] Iters:[14520/20018] gen_loss 0.1551, rec_loss 0.0287, lpips_loss 0.1795, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9083, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [3/10] Iters:[14530/20018] gen_loss 0.1566, rec_loss 0.0291, lpips_loss 0.1802, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9321, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0179,
Train Epoch: [3/10] Iters:[14540/20018] gen_loss 0.1554, rec_loss 0.0291, lpips_loss 0.1789, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9595, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0178,
Train Epoch: [3/10] Iters:[14550/20018] gen_loss 0.1568, rec_loss 0.0294, lpips_loss 0.1796, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9423, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0176,
Train Epoch: [3/10] Iters:[14560/20018] gen_loss 0.1587, rec_loss 0.0295, lpips_loss 0.1799, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8756, d_loss 0.5001, logits_real 0.0177, logits_fake 0.0173,
Train Epoch: [3/10] Iters:[14570/20018] gen_loss 0.1591, rec_loss 0.0289, lpips_loss 0.1791, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8478, d_loss 0.5001, logits_real 0.0174, logits_fake 0.0170,
Train Epoch: [3/10] Iters:[14580/20018] gen_loss 0.1590, rec_loss 0.0288, lpips_loss 0.1790, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8818, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0167,
Train Epoch: [3/10] Iters:[14590/20018] gen_loss 0.1607, rec_loss 0.0288, lpips_loss 0.1792, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8212, d_loss 0.5002, logits_real 0.0166, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[14600/20018] gen_loss 0.1601, rec_loss 0.0287, lpips_loss 0.1794, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.9167, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[14610/20018] gen_loss 0.1611, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.9808, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[14620/20018] gen_loss 0.1634, rec_loss 0.0304, lpips_loss 0.1825, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 3.0503, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[14630/20018] gen_loss 0.1658, rec_loss 0.0303, lpips_loss 0.1823, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 2.9517, d_loss 0.5002, logits_real 0.0162, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[14640/20018] gen_loss 0.1666, rec_loss 0.0305, lpips_loss 0.1828, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9749, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0159,
Train Epoch: [3/10] Iters:[14650/20018] gen_loss 0.1682, rec_loss 0.0304, lpips_loss 0.1814, g_loss -0.0151, disc_weight 0.5000, disc_adaptive_weight 2.8862, d_loss 0.5001, logits_real 0.0160, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[14660/20018] gen_loss 0.1683, rec_loss 0.0301, lpips_loss 0.1808, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 2.8541, d_loss 0.5001, logits_real 0.0157, logits_fake 0.0153,
Train Epoch: [3/10] Iters:[14670/20018] gen_loss 0.1677, rec_loss 0.0294, lpips_loss 0.1800, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 2.8515, d_loss 0.5001, logits_real 0.0155, logits_fake 0.0151,
Train Epoch: [3/10] Iters:[14680/20018] gen_loss 0.1667, rec_loss 0.0298, lpips_loss 0.1806, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 2.9357, d_loss 0.5002, logits_real 0.0156, logits_fake 0.0152,
Train Epoch: [3/10] Iters:[14690/20018] gen_loss 0.1636, rec_loss 0.0292, lpips_loss 0.1794, g_loss -0.0151, disc_weight 0.5000, disc_adaptive_weight 2.9709, d_loss 0.5002, logits_real 0.0155, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[14700/20018] gen_loss 0.1631, rec_loss 0.0293, lpips_loss 0.1799, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9383, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [3/10] Iters:[14710/20018] gen_loss 0.1622, rec_loss 0.0289, lpips_loss 0.1793, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.8826, d_loss 0.5002, logits_real 0.0162, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[14720/20018] gen_loss 0.1624, rec_loss 0.0285, lpips_loss 0.1790, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.7872, d_loss 0.5001, logits_real 0.0164, logits_fake 0.0160,
Train Epoch: [3/10] Iters:[14730/20018] gen_loss 0.1623, rec_loss 0.0276, lpips_loss 0.1775, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 2.6832, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0157,
Train Epoch: [3/10] Iters:[14740/20018] gen_loss 0.1657, rec_loss 0.0280, lpips_loss 0.1787, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 2.6610, d_loss 0.5000, logits_real 0.0159, logits_fake 0.0151,
Train Epoch: [3/10] Iters:[14750/20018] gen_loss 0.1674, rec_loss 0.0280, lpips_loss 0.1792, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 2.6721, d_loss 0.5000, logits_real 0.0154, logits_fake 0.0147,
Train Epoch: [3/10] Iters:[14760/20018] gen_loss 0.1671, rec_loss 0.0280, lpips_loss 0.1790, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 2.7009, d_loss 0.5001, logits_real 0.0149, logits_fake 0.0143,
Train Epoch: [3/10] Iters:[14770/20018] gen_loss 0.1676, rec_loss 0.0286, lpips_loss 0.1796, g_loss -0.0147, disc_weight 0.5000, disc_adaptive_weight 2.7583, d_loss 0.5001, logits_real 0.0150, logits_fake 0.0144,
Train Epoch: [3/10] Iters:[14780/20018] gen_loss 0.1682, rec_loss 0.0289, lpips_loss 0.1811, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 2.8278, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0146,
Train Epoch: [3/10] Iters:[14790/20018] gen_loss 0.1660, rec_loss 0.0289, lpips_loss 0.1809, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 2.8632, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0150,
Train Epoch: [3/10] Iters:[14800/20018] gen_loss 0.1632, rec_loss 0.0287, lpips_loss 0.1803, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.9296, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0155,
Train Epoch: [3/10] Iters:[14810/20018] gen_loss 0.1626, rec_loss 0.0284, lpips_loss 0.1809, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9264, d_loss 0.5001, logits_real 0.0165, logits_fake 0.0161,
Train Epoch: [3/10] Iters:[14820/20018] gen_loss 0.1613, rec_loss 0.0283, lpips_loss 0.1804, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.9151, d_loss 0.5002, logits_real 0.0168, logits_fake 0.0165,
Train Epoch: [3/10] Iters:[14830/20018] gen_loss 0.1589, rec_loss 0.0288, lpips_loss 0.1793, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9661, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0166,
Train Epoch: [3/10] Iters:[14840/20018] gen_loss 0.1605, rec_loss 0.0296, lpips_loss 0.1801, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9218, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [3/10] Iters:[14850/20018] gen_loss 0.1620, rec_loss 0.0302, lpips_loss 0.1812, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8904, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0170,
Train Epoch: [3/10] Iters:[14860/20018] gen_loss 0.1636, rec_loss 0.0311, lpips_loss 0.1814, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8578, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0167,
Train Epoch: [3/10] Iters:[14870/20018] gen_loss 0.1634, rec_loss 0.0313, lpips_loss 0.1819, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.9104, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0167,
Train Epoch: [3/10] Iters:[14880/20018] gen_loss 0.1645, rec_loss 0.0314, lpips_loss 0.1829, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.8798, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0169,
Train Epoch: [3/10] Iters:[14890/20018] gen_loss 0.1645, rec_loss 0.0310, lpips_loss 0.1826, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9177, d_loss 0.5003, logits_real 0.0164, logits_fake 0.0164,
Train Epoch: [3/10] Iters:[14900/20018] gen_loss 0.1645, rec_loss 0.0309, lpips_loss 0.1811, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.8719, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0162,
Train Epoch: [3/10] Iters:[14910/20018] gen_loss 0.1642, rec_loss 0.0301, lpips_loss 0.1808, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8368, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0162,
