dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [3/5] Iters:[3740/20018] transplant_loss 0.8721, rec_loss 0.0250, p_loss 0.1763, quant_error1 0.2511, quant_error 0.2139, utilization 0.9807, perplexity 5768.8387,
Train Epoch: [3/5] Iters:[3750/20018] transplant_loss 0.8776, rec_loss 0.0251, p_loss 0.1775, quant_error1 0.2525, quant_error 0.2152, utilization 0.9805, perplexity 5771.5433,
Train Epoch: [3/5] Iters:[3760/20018] transplant_loss 0.8814, rec_loss 0.0249, p_loss 0.1780, quant_error1 0.2538, quant_error 0.2163, utilization 0.9807, perplexity 5777.0856,
Train Epoch: [3/5] Iters:[3770/20018] transplant_loss 0.8779, rec_loss 0.0246, p_loss 0.1776, quant_error1 0.2528, quant_error 0.2154, utilization 0.9807, perplexity 5746.8416,
Train Epoch: [3/5] Iters:[3780/20018] transplant_loss 0.8789, rec_loss 0.0248, p_loss 0.1778, quant_error1 0.2527, quant_error 0.2154, utilization 0.9810, perplexity 5772.2373,
Train Epoch: [3/5] Iters:[3790/20018] transplant_loss 0.8883, rec_loss 0.0252, p_loss 0.1791, quant_error1 0.2556, quant_error 0.2180, utilization 0.9812, perplexity 5776.2979,
Train Epoch: [3/5] Iters:[3800/20018] transplant_loss 0.8828, rec_loss 0.0252, p_loss 0.1780, quant_error1 0.2539, quant_error 0.2164, utilization 0.9813, perplexity 5776.9742,
Train Epoch: [3/5] Iters:[3810/20018] transplant_loss 0.8896, rec_loss 0.0254, p_loss 0.1784, quant_error1 0.2567, quant_error 0.2187, utilization 0.9813, perplexity 5784.7436,
Train Epoch: [3/5] Iters:[3820/20018] transplant_loss 0.8939, rec_loss 0.0257, p_loss 0.1797, quant_error1 0.2574, quant_error 0.2197, utilization 0.9812, perplexity 5817.4524,
Train Epoch: [3/5] Iters:[3830/20018] transplant_loss 0.9022, rec_loss 0.0261, p_loss 0.1807, quant_error1 0.2601, quant_error 0.2219, utilization 0.9809, perplexity 5796.1454,
Train Epoch: [3/5] Iters:[3840/20018] transplant_loss 0.8952, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2576, quant_error 0.2199, utilization 0.9810, perplexity 5805.1367,
Train Epoch: [3/5] Iters:[3850/20018] transplant_loss 0.8967, rec_loss 0.0253, p_loss 0.1801, quant_error1 0.2587, quant_error 0.2207, utilization 0.9810, perplexity 5801.8805,
Train Epoch: [3/5] Iters:[3860/20018] transplant_loss 0.8922, rec_loss 0.0251, p_loss 0.1795, quant_error1 0.2571, quant_error 0.2193, utilization 0.9805, perplexity 5766.0298,
Train Epoch: [3/5] Iters:[3870/20018] transplant_loss 0.9052, rec_loss 0.0257, p_loss 0.1802, quant_error1 0.2619, quant_error 0.2233, utilization 0.9808, perplexity 5763.6756,
Train Epoch: [3/5] Iters:[3880/20018] transplant_loss 0.9065, rec_loss 0.0255, p_loss 0.1787, quant_error1 0.2634, quant_error 0.2244, utilization 0.9808, perplexity 5769.6347,
Train Epoch: [3/5] Iters:[3890/20018] transplant_loss 0.9098, rec_loss 0.0262, p_loss 0.1797, quant_error1 0.2637, quant_error 0.2249, utilization 0.9806, perplexity 5754.5780,
Train Epoch: [3/5] Iters:[3900/20018] transplant_loss 0.9128, rec_loss 0.0265, p_loss 0.1804, quant_error1 0.2643, quant_error 0.2254, utilization 0.9808, perplexity 5766.4430,
Train Epoch: [3/5] Iters:[3910/20018] transplant_loss 0.9088, rec_loss 0.0262, p_loss 0.1802, quant_error1 0.2629, quant_error 0.2242, utilization 0.9810, perplexity 5795.1079,
Train Epoch: [3/5] Iters:[3920/20018] transplant_loss 0.9045, rec_loss 0.0261, p_loss 0.1802, quant_error1 0.2612, quant_error 0.2229, utilization 0.9808, perplexity 5782.1996,
Train Epoch: [3/5] Iters:[3930/20018] transplant_loss 0.9065, rec_loss 0.0258, p_loss 0.1813, quant_error1 0.2617, quant_error 0.2234, utilization 0.9804, perplexity 5744.8719,
Train Epoch: [3/5] Iters:[3940/20018] transplant_loss 0.8995, rec_loss 0.0251, p_loss 0.1794, quant_error1 0.2601, quant_error 0.2218, utilization 0.9807, perplexity 5757.3139,
Train Epoch: [3/5] Iters:[3950/20018] transplant_loss 0.9010, rec_loss 0.0251, p_loss 0.1799, quant_error1 0.2605, quant_error 0.2221, utilization 0.9807, perplexity 5770.3574,
Train Epoch: [3/5] Iters:[3960/20018] transplant_loss 0.9009, rec_loss 0.0253, p_loss 0.1794, quant_error1 0.2611, quant_error 0.2224, utilization 0.9805, perplexity 5731.9967,
Train Epoch: [3/5] Iters:[3970/20018] transplant_loss 0.8997, rec_loss 0.0250, p_loss 0.1789, quant_error1 0.2608, quant_error 0.2220, utilization 0.9807, perplexity 5743.0970,
Train Epoch: [3/5] Iters:[3980/20018] transplant_loss 0.8936, rec_loss 0.0252, p_loss 0.1784, quant_error1 0.2583, quant_error 0.2198, utilization 0.9811, perplexity 5766.2171,
Train Epoch: [3/5] Iters:[3990/20018] transplant_loss 0.9013, rec_loss 0.0256, p_loss 0.1794, quant_error1 0.2612, quant_error 0.2220, utilization 0.9811, perplexity 5777.9756,
Train Epoch: [3/5] Iters:[4000/20018] transplant_loss 0.8928, rec_loss 0.0256, p_loss 0.1794, quant_error1 0.2576, quant_error 0.2192, utilization 0.9808, perplexity 5747.0768,
Train Epoch: [3/5] Iters:[4010/20018] transplant_loss 0.8965, rec_loss 0.0257, p_loss 0.1803, quant_error1 0.2581, quant_error 0.2200, utilization 0.9811, perplexity 5777.8988,
Train Epoch: [3/5] Iters:[4020/20018] transplant_loss 0.8929, rec_loss 0.0258, p_loss 0.1801, quant_error1 0.2569, quant_error 0.2191, utilization 0.9810, perplexity 5760.9123,
Train Epoch: [3/5] Iters:[4030/20018] transplant_loss 0.8965, rec_loss 0.0260, p_loss 0.1810, quant_error1 0.2577, quant_error 0.2199, utilization 0.9811, perplexity 5795.3883,
Train Epoch: [3/5] Iters:[4040/20018] transplant_loss 0.9059, rec_loss 0.0265, p_loss 0.1824, quant_error1 0.2601, quant_error 0.2224, utilization 0.9809, perplexity 5791.7941,
Train Epoch: [3/5] Iters:[4050/20018] transplant_loss 0.9168, rec_loss 0.0265, p_loss 0.1817, quant_error1 0.2652, quant_error 0.2267, utilization 0.9810, perplexity 5786.8863,
Train Epoch: [3/5] Iters:[4060/20018] transplant_loss 0.9151, rec_loss 0.0263, p_loss 0.1821, quant_error1 0.2643, quant_error 0.2260, utilization 0.9810, perplexity 5778.3757,
Train Epoch: [3/5] Iters:[4070/20018] transplant_loss 0.9183, rec_loss 0.0261, p_loss 0.1819, quant_error1 0.2661, quant_error 0.2274, utilization 0.9811, perplexity 5787.5706,
Train Epoch: [3/5] Iters:[4080/20018] transplant_loss 0.9116, rec_loss 0.0259, p_loss 0.1807, quant_error1 0.2642, quant_error 0.2256, utilization 0.9807, perplexity 5739.7420,
Train Epoch: [3/5] Iters:[4090/20018] transplant_loss 0.9053, rec_loss 0.0255, p_loss 0.1797, quant_error1 0.2625, quant_error 0.2240, utilization 0.9811, perplexity 5755.9682,
Train Epoch: [3/5] Iters:[4100/20018] transplant_loss 0.8973, rec_loss 0.0254, p_loss 0.1798, quant_error1 0.2593, quant_error 0.2210, utilization 0.9810, perplexity 5762.0430,
Train Epoch: [3/5] Iters:[4110/20018] transplant_loss 0.8970, rec_loss 0.0254, p_loss 0.1789, quant_error1 0.2600, quant_error 0.2214, utilization 0.9808, perplexity 5751.4172,
Train Epoch: [3/5] Iters:[4120/20018] transplant_loss 0.8938, rec_loss 0.0255, p_loss 0.1790, quant_error1 0.2587, quant_error 0.2202, utilization 0.9806, perplexity 5740.6960,
Train Epoch: [3/5] Iters:[4130/20018] transplant_loss 0.9028, rec_loss 0.0256, p_loss 0.1799, quant_error1 0.2618, quant_error 0.2230, utilization 0.9807, perplexity 5778.0736,
Train Epoch: [3/5] Iters:[4140/20018] transplant_loss 0.9027, rec_loss 0.0253, p_loss 0.1796, quant_error1 0.2621, quant_error 0.2231, utilization 0.9803, perplexity 5743.0801,
Train Epoch: [3/5] Iters:[4150/20018] transplant_loss 0.9007, rec_loss 0.0253, p_loss 0.1790, quant_error1 0.2612, quant_error 0.2222, utilization 0.9804, perplexity 5775.3661,
Train Epoch: [3/5] Iters:[4160/20018] transplant_loss 0.8996, rec_loss 0.0250, p_loss 0.1791, quant_error1 0.2609, quant_error 0.2220, utilization 0.9807, perplexity 5810.3340,
Train Epoch: [3/5] Iters:[4170/20018] transplant_loss 0.9034, rec_loss 0.0251, p_loss 0.1794, quant_error1 0.2618, quant_error 0.2230, utilization 0.9810, perplexity 5850.2136,
Train Epoch: [3/5] Iters:[4180/20018] transplant_loss 0.8969, rec_loss 0.0253, p_loss 0.1794, quant_error1 0.2587, quant_error 0.2205, utilization 0.9810, perplexity 5847.9589,
Train Epoch: [3/5] Iters:[4190/20018] transplant_loss 0.8968, rec_loss 0.0254, p_loss 0.1795, quant_error1 0.2586, quant_error 0.2206, utilization 0.9811, perplexity 5841.2690,
Train Epoch: [3/5] Iters:[4200/20018] transplant_loss 0.9013, rec_loss 0.0256, p_loss 0.1802, quant_error1 0.2603, quant_error 0.2222, utilization 0.9811, perplexity 5816.6439,
Train Epoch: [3/5] Iters:[4210/20018] transplant_loss 0.9105, rec_loss 0.0262, p_loss 0.1812, quant_error1 0.2630, quant_error 0.2244, utilization 0.9810, perplexity 5786.0443,
Train Epoch: [3/5] Iters:[4220/20018] transplant_loss 0.9077, rec_loss 0.0263, p_loss 0.1812, quant_error1 0.2617, quant_error 0.2234, utilization 0.9807, perplexity 5754.0347,
Train Epoch: [3/5] Iters:[4230/20018] transplant_loss 0.9033, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2608, quant_error 0.2224, utilization 0.9802, perplexity 5693.9625,
Train Epoch: [3/5] Iters:[4240/20018] transplant_loss 0.8971, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2585, quant_error 0.2203, utilization 0.9804, perplexity 5720.3033,
Train Epoch: [3/5] Iters:[4250/20018] transplant_loss 0.9012, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2600, quant_error 0.2216, utilization 0.9807, perplexity 5755.6260,
Train Epoch: [3/5] Iters:[4260/20018] transplant_loss 0.8962, rec_loss 0.0255, p_loss 0.1797, quant_error1 0.2580, quant_error 0.2202, utilization 0.9806, perplexity 5781.3267,
Train Epoch: [3/5] Iters:[4270/20018] transplant_loss 0.8905, rec_loss 0.0250, p_loss 0.1790, quant_error1 0.2564, quant_error 0.2187, utilization 0.9806, perplexity 5774.9542,
Train Epoch: [3/5] Iters:[4280/20018] transplant_loss 0.9024, rec_loss 0.0255, p_loss 0.1798, quant_error1 0.2605, quant_error 0.2222, utilization 0.9812, perplexity 5829.6303,
Train Epoch: [3/5] Iters:[4290/20018] transplant_loss 0.9029, rec_loss 0.0257, p_loss 0.1798, quant_error1 0.2605, quant_error 0.2223, utilization 0.9809, perplexity 5809.8923,
Train Epoch: [3/5] Iters:[4300/20018] transplant_loss 0.9020, rec_loss 0.0255, p_loss 0.1798, quant_error1 0.2602, quant_error 0.2220, utilization 0.9807, perplexity 5776.6023,
Train Epoch: [3/5] Iters:[4310/20018] transplant_loss 0.8983, rec_loss 0.0254, p_loss 0.1792, quant_error1 0.2593, quant_error 0.2210, utilization 0.9809, perplexity 5767.5400,
Train Epoch: [3/5] Iters:[4320/20018] transplant_loss 0.9058, rec_loss 0.0257, p_loss 0.1798, quant_error1 0.2621, quant_error 0.2232, utilization 0.9810, perplexity 5772.8095,
Train Epoch: [3/5] Iters:[4330/20018] transplant_loss 0.9053, rec_loss 0.0256, p_loss 0.1797, quant_error1 0.2622, quant_error 0.2234, utilization 0.9810, perplexity 5774.3690,
Train Epoch: [3/5] Iters:[4340/20018] transplant_loss 0.9114, rec_loss 0.0259, p_loss 0.1804, quant_error1 0.2641, quant_error 0.2252, utilization 0.9811, perplexity 5775.7922,
Train Epoch: [3/5] Iters:[4350/20018] transplant_loss 0.9074, rec_loss 0.0260, p_loss 0.1808, quant_error1 0.2623, quant_error 0.2237, utilization 0.9808, perplexity 5758.4695,
Train Epoch: [3/5] Iters:[4360/20018] transplant_loss 0.9163, rec_loss 0.0262, p_loss 0.1818, quant_error1 0.2653, quant_error 0.2263, utilization 0.9808, perplexity 5765.7014,
Train Epoch: [3/5] Iters:[4370/20018] transplant_loss 0.9143, rec_loss 0.0262, p_loss 0.1819, quant_error1 0.2642, quant_error 0.2256, utilization 0.9808, perplexity 5765.7402,
Train Epoch: [3/5] Iters:[4380/20018] transplant_loss 0.9102, rec_loss 0.0260, p_loss 0.1813, quant_error1 0.2627, quant_error 0.2246, utilization 0.9808, perplexity 5777.9726,
Train Epoch: [3/5] Iters:[4390/20018] transplant_loss 0.9081, rec_loss 0.0254, p_loss 0.1803, quant_error1 0.2630, quant_error 0.2244, utilization 0.9807, perplexity 5787.6794,
Train Epoch: [3/5] Iters:[4400/20018] transplant_loss 0.8998, rec_loss 0.0247, p_loss 0.1787, quant_error1 0.2605, quant_error 0.2224, utilization 0.9809, perplexity 5816.2805,
Train Epoch: [3/5] Iters:[4410/20018] transplant_loss 0.8865, rec_loss 0.0242, p_loss 0.1782, quant_error1 0.2556, quant_error 0.2183, utilization 0.9810, perplexity 5830.4873,
Train Epoch: [3/5] Iters:[4420/20018] transplant_loss 0.8832, rec_loss 0.0239, p_loss 0.1778, quant_error1 0.2551, quant_error 0.2175, utilization 0.9813, perplexity 5837.5196,
Train Epoch: [3/5] Iters:[4430/20018] transplant_loss 0.8803, rec_loss 0.0242, p_loss 0.1775, quant_error1 0.2543, quant_error 0.2163, utilization 0.9808, perplexity 5796.3376,
Train Epoch: [3/5] Iters:[4440/20018] transplant_loss 0.8768, rec_loss 0.0242, p_loss 0.1777, quant_error1 0.2527, quant_error 0.2152, utilization 0.9807, perplexity 5777.2434,
Train Epoch: [3/5] Iters:[4450/20018] transplant_loss 0.8793, rec_loss 0.0245, p_loss 0.1779, quant_error1 0.2539, quant_error 0.2160, utilization 0.9807, perplexity 5788.3273,
Train Epoch: [3/5] Iters:[4460/20018] transplant_loss 0.8947, rec_loss 0.0254, p_loss 0.1787, quant_error1 0.2594, quant_error 0.2205, utilization 0.9806, perplexity 5751.4946,
Train Epoch: [3/5] Iters:[4470/20018] transplant_loss 0.9022, rec_loss 0.0259, p_loss 0.1790, quant_error1 0.2617, quant_error 0.2226, utilization 0.9803, perplexity 5751.7385,
Train Epoch: [3/5] Iters:[4480/20018] transplant_loss 0.9011, rec_loss 0.0253, p_loss 0.1791, quant_error1 0.2607, quant_error 0.2221, utilization 0.9805, perplexity 5758.1640,
Train Epoch: [3/5] Iters:[4490/20018] transplant_loss 0.9075, rec_loss 0.0256, p_loss 0.1796, quant_error1 0.2627, quant_error 0.2237, utilization 0.9809, perplexity 5803.6938,
Train Epoch: [3/5] Iters:[4500/20018] transplant_loss 0.9114, rec_loss 0.0259, p_loss 0.1809, quant_error1 0.2635, quant_error 0.2244, utilization 0.9807, perplexity 5780.1565,
Train Epoch: [3/5] Iters:[4510/20018] transplant_loss 0.8992, rec_loss 0.0251, p_loss 0.1798, quant_error1 0.2593, quant_error 0.2210, utilization 0.9807, perplexity 5808.2723,
Train Epoch: [3/5] Iters:[4520/20018] transplant_loss 0.8931, rec_loss 0.0250, p_loss 0.1800, quant_error1 0.2568, quant_error 0.2191, utilization 0.9808, perplexity 5799.4592,
Train Epoch: [3/5] Iters:[4530/20018] transplant_loss 0.8974, rec_loss 0.0252, p_loss 0.1806, quant_error1 0.2589, quant_error 0.2206, utilization 0.9809, perplexity 5834.1114,
Train Epoch: [3/5] Iters:[4540/20018] transplant_loss 0.8993, rec_loss 0.0254, p_loss 0.1805, quant_error1 0.2600, quant_error 0.2214, utilization 0.9809, perplexity 5828.2092,
Train Epoch: [3/5] Iters:[4550/20018] transplant_loss 0.8986, rec_loss 0.0252, p_loss 0.1789, quant_error1 0.2605, quant_error 0.2218, utilization 0.9809, perplexity 5824.4182,
Train Epoch: [3/5] Iters:[4560/20018] transplant_loss 0.8982, rec_loss 0.0255, p_loss 0.1792, quant_error1 0.2600, quant_error 0.2214, utilization 0.9807, perplexity 5805.8791,
Train Epoch: [3/5] Iters:[4570/20018] transplant_loss 0.9055, rec_loss 0.0259, p_loss 0.1795, quant_error1 0.2626, quant_error 0.2235, utilization 0.9811, perplexity 5814.4201,
Train Epoch: [3/5] Iters:[4580/20018] transplant_loss 0.8983, rec_loss 0.0261, p_loss 0.1793, quant_error1 0.2596, quant_error 0.2212, utilization 0.9808, perplexity 5779.0182,
Train Epoch: [3/5] Iters:[4590/20018] transplant_loss 0.9001, rec_loss 0.0261, p_loss 0.1801, quant_error1 0.2596, quant_error 0.2212, utilization 0.9808, perplexity 5778.6522,
Train Epoch: [3/5] Iters:[4600/20018] transplant_loss 0.9076, rec_loss 0.0265, p_loss 0.1822, quant_error1 0.2613, quant_error 0.2230, utilization 0.9807, perplexity 5784.4766,
Train Epoch: [3/5] Iters:[4610/20018] transplant_loss 0.9141, rec_loss 0.0263, p_loss 0.1818, quant_error1 0.2644, quant_error 0.2255, utilization 0.9808, perplexity 5773.5248,
Train Epoch: [3/5] Iters:[4620/20018] transplant_loss 0.9121, rec_loss 0.0258, p_loss 0.1816, quant_error1 0.2639, quant_error 0.2252, utilization 0.9809, perplexity 5792.1154,
Train Epoch: [3/5] Iters:[4630/20018] transplant_loss 0.9221, rec_loss 0.0257, p_loss 0.1813, quant_error1 0.2682, quant_error 0.2287, utilization 0.9811, perplexity 5806.1779,
Train Epoch: [3/5] Iters:[4640/20018] transplant_loss 0.9208, rec_loss 0.0256, p_loss 0.1808, quant_error1 0.2685, quant_error 0.2288, utilization 0.9807, perplexity 5770.9521,
Train Epoch: [3/5] Iters:[4650/20018] transplant_loss 0.9231, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2693, quant_error 0.2296, utilization 0.9808, perplexity 5760.9765,
Train Epoch: [3/5] Iters:[4660/20018] transplant_loss 0.9209, rec_loss 0.0258, p_loss 0.1810, quant_error1 0.2683, quant_error 0.2287, utilization 0.9810, perplexity 5781.4532,
Train Epoch: [3/5] Iters:[4670/20018] transplant_loss 0.9218, rec_loss 0.0259, p_loss 0.1808, quant_error1 0.2687, quant_error 0.2290, utilization 0.9806, perplexity 5758.9066,
Train Epoch: [3/5] Iters:[4680/20018] transplant_loss 0.9221, rec_loss 0.0263, p_loss 0.1819, quant_error1 0.2677, quant_error 0.2284, utilization 0.9805, perplexity 5757.9176,
Train Epoch: [3/5] Iters:[4690/20018] transplant_loss 0.9141, rec_loss 0.0259, p_loss 0.1815, quant_error1 0.2648, quant_error 0.2260, utilization 0.9810, perplexity 5773.6204,
Train Epoch: [3/5] Iters:[4700/20018] transplant_loss 0.9049, rec_loss 0.0257, p_loss 0.1812, quant_error1 0.2614, quant_error 0.2228, utilization 0.9808, perplexity 5752.5206,
Train Epoch: [3/5] Iters:[4710/20018] transplant_loss 0.9015, rec_loss 0.0259, p_loss 0.1813, quant_error1 0.2595, quant_error 0.2215, utilization 0.9809, perplexity 5764.8777,
Train Epoch: [3/5] Iters:[4720/20018] transplant_loss 0.9021, rec_loss 0.0260, p_loss 0.1811, quant_error1 0.2598, quant_error 0.2214, utilization 0.9812, perplexity 5779.8876,
Train Epoch: [3/5] Iters:[4730/20018] transplant_loss 0.9007, rec_loss 0.0259, p_loss 0.1812, quant_error1 0.2593, quant_error 0.2211, utilization 0.9811, perplexity 5781.4462,
Train Epoch: [3/5] Iters:[4740/20018] transplant_loss 0.9028, rec_loss 0.0262, p_loss 0.1810, quant_error1 0.2598, quant_error 0.2216, utilization 0.9808, perplexity 5770.3552,
Train Epoch: [3/5] Iters:[4750/20018] transplant_loss 0.8992, rec_loss 0.0259, p_loss 0.1800, quant_error1 0.2590, quant_error 0.2211, utilization 0.9811, perplexity 5805.8734,
Train Epoch: [3/5] Iters:[4760/20018] transplant_loss 0.9003, rec_loss 0.0256, p_loss 0.1795, quant_error1 0.2601, quant_error 0.2217, utilization 0.9808, perplexity 5783.2923,
Train Epoch: [3/5] Iters:[4770/20018] transplant_loss 0.8983, rec_loss 0.0254, p_loss 0.1801, quant_error1 0.2592, quant_error 0.2214, utilization 0.9807, perplexity 5778.2309,
Train Epoch: [3/5] Iters:[4780/20018] transplant_loss 0.8895, rec_loss 0.0250, p_loss 0.1788, quant_error1 0.2564, quant_error 0.2186, utilization 0.9809, perplexity 5792.6216,
Train Epoch: [3/5] Iters:[4790/20018] transplant_loss 0.8950, rec_loss 0.0250, p_loss 0.1788, quant_error1 0.2588, quant_error 0.2205, utilization 0.9807, perplexity 5799.2742,
Train Epoch: [3/5] Iters:[4800/20018] transplant_loss 0.9040, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2617, quant_error 0.2230, utilization 0.9804, perplexity 5783.9798,
Train Epoch: [3/5] Iters:[4810/20018] transplant_loss 0.8990, rec_loss 0.0257, p_loss 0.1801, quant_error1 0.2591, quant_error 0.2212, utilization 0.9804, perplexity 5797.5624,
Train Epoch: [3/5] Iters:[4820/20018] transplant_loss 0.8899, rec_loss 0.0255, p_loss 0.1795, quant_error1 0.2557, quant_error 0.2181, utilization 0.9802, perplexity 5788.3114,
Train Epoch: [3/5] Iters:[4830/20018] transplant_loss 0.8993, rec_loss 0.0259, p_loss 0.1804, quant_error1 0.2589, quant_error 0.2211, utilization 0.9804, perplexity 5780.4220,
Train Epoch: [3/5] Iters:[4840/20018] transplant_loss 0.8976, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2582, quant_error 0.2206, utilization 0.9810, perplexity 5804.5061,
Train Epoch: [3/5] Iters:[4850/20018] transplant_loss 0.8944, rec_loss 0.0254, p_loss 0.1800, quant_error1 0.2572, quant_error 0.2199, utilization 0.9810, perplexity 5810.0603,
Train Epoch: [3/5] Iters:[4860/20018] transplant_loss 0.9000, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2595, quant_error 0.2217, utilization 0.9809, perplexity 5810.6768,
Train Epoch: [3/5] Iters:[4870/20018] transplant_loss 0.9127, rec_loss 0.0260, p_loss 0.1819, quant_error1 0.2637, quant_error 0.2252, utilization 0.9815, perplexity 5844.1632,
Train Epoch: [3/5] Iters:[4880/20018] transplant_loss 0.9109, rec_loss 0.0259, p_loss 0.1825, quant_error1 0.2628, quant_error 0.2247, utilization 0.9815, perplexity 5849.4899,
Train Epoch: [3/5] Iters:[4890/20018] transplant_loss 0.9079, rec_loss 0.0259, p_loss 0.1825, quant_error1 0.2614, quant_error 0.2236, utilization 0.9808, perplexity 5794.7199,
Train Epoch: [3/5] Iters:[4900/20018] transplant_loss 0.9070, rec_loss 0.0264, p_loss 0.1825, quant_error1 0.2610, quant_error 0.2229, utilization 0.9809, perplexity 5795.8973,
Train Epoch: [3/5] Iters:[4910/20018] transplant_loss 0.9070, rec_loss 0.0260, p_loss 0.1825, quant_error1 0.2615, quant_error 0.2230, utilization 0.9812, perplexity 5810.0011,
Train Epoch: [3/5] Iters:[4920/20018] transplant_loss 0.9033, rec_loss 0.0257, p_loss 0.1812, quant_error1 0.2608, quant_error 0.2223, utilization 0.9808, perplexity 5777.2841,
Train Epoch: [3/5] Iters:[4930/20018] transplant_loss 0.8962, rec_loss 0.0252, p_loss 0.1794, quant_error1 0.2592, quant_error 0.2208, utilization 0.9805, perplexity 5749.7729,
Train Epoch: [3/5] Iters:[4940/20018] transplant_loss 0.8904, rec_loss 0.0251, p_loss 0.1790, quant_error1 0.2572, quant_error 0.2189, utilization 0.9811, perplexity 5809.5536,
Train Epoch: [3/5] Iters:[4950/20018] transplant_loss 0.8974, rec_loss 0.0251, p_loss 0.1793, quant_error1 0.2598, quant_error 0.2211, utilization 0.9810, perplexity 5805.6094,
Train Epoch: [3/5] Iters:[4960/20018] transplant_loss 0.8990, rec_loss 0.0253, p_loss 0.1794, quant_error1 0.2601, quant_error 0.2216, utilization 0.9808, perplexity 5778.0983,
Train Epoch: [3/5] Iters:[4970/20018] transplant_loss 0.8970, rec_loss 0.0254, p_loss 0.1797, quant_error1 0.2590, quant_error 0.2209, utilization 0.9809, perplexity 5779.4433,
Train Epoch: [3/5] Iters:[4980/20018] transplant_loss 0.8961, rec_loss 0.0256, p_loss 0.1803, quant_error1 0.2583, quant_error 0.2201, utilization 0.9810, perplexity 5808.4710,
