dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_15
saver_name_pre: wasserstein_vq_refinement_False_15_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss -2.2669, rec_loss 0.0240, lpips_loss 0.1984, g_loss -0.2615, disc_weight 0.4000, disc_adaptive_weight 10.1100, d_loss 2.3252, logits_real 0.3270, logits_fake 0.2557,
Train Epoch: [3/15] Iters:[11830/20018] gen_loss 0.0422, rec_loss 0.0267, lpips_loss 0.1771, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.8540, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[11840/20018] gen_loss 0.0491, rec_loss 0.0266, lpips_loss 0.1776, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 4.6670, d_loss 0.4003, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[11850/20018] gen_loss 0.0524, rec_loss 0.0267, lpips_loss 0.1780, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 4.5921, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[11860/20018] gen_loss 0.0444, rec_loss 0.0270, lpips_loss 0.1774, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 4.8249, d_loss 0.4003, logits_real 0.0329, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[11870/20018] gen_loss 0.0494, rec_loss 0.0272, lpips_loss 0.1781, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.7319, d_loss 0.4002, logits_real 0.0326, logits_fake 0.0329,
Train Epoch: [3/15] Iters:[11880/20018] gen_loss 0.0529, rec_loss 0.0276, lpips_loss 0.1787, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 4.6952, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0326,
Train Epoch: [3/15] Iters:[11890/20018] gen_loss 0.0472, rec_loss 0.0277, lpips_loss 0.1785, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 4.8846, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[11900/20018] gen_loss 0.0400, rec_loss 0.0274, lpips_loss 0.1774, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 5.0641, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[11910/20018] gen_loss 0.0464, rec_loss 0.0268, lpips_loss 0.1772, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 4.8250, d_loss 0.4002, logits_real 0.0325, logits_fake 0.0327,
Train Epoch: [3/15] Iters:[11920/20018] gen_loss 0.0458, rec_loss 0.0263, lpips_loss 0.1767, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.7813, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0329,
Train Epoch: [3/15] Iters:[11930/20018] gen_loss 0.0461, rec_loss 0.0260, lpips_loss 0.1758, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 4.6955, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[11940/20018] gen_loss 0.0459, rec_loss 0.0261, lpips_loss 0.1759, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.6976, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[11950/20018] gen_loss 0.0525, rec_loss 0.0260, lpips_loss 0.1751, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 4.4499, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[11960/20018] gen_loss 0.0503, rec_loss 0.0260, lpips_loss 0.1752, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.5430, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[11970/20018] gen_loss 0.0484, rec_loss 0.0264, lpips_loss 0.1753, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.6164, d_loss 0.4003, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[11980/20018] gen_loss 0.0395, rec_loss 0.0261, lpips_loss 0.1748, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.8527, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[11990/20018] gen_loss 0.0435, rec_loss 0.0260, lpips_loss 0.1758, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 4.7361, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12000/20018] gen_loss 0.0362, rec_loss 0.0262, lpips_loss 0.1765, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 4.9781, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0336,
Train Epoch: [3/15] Iters:[12010/20018] gen_loss 0.0435, rec_loss 0.0266, lpips_loss 0.1771, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 4.7853, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0337,
Train Epoch: [3/15] Iters:[12020/20018] gen_loss 0.0448, rec_loss 0.0262, lpips_loss 0.1772, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 4.7707, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12030/20018] gen_loss 0.0431, rec_loss 0.0265, lpips_loss 0.1767, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.7973, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12040/20018] gen_loss 0.0412, rec_loss 0.0269, lpips_loss 0.1766, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 4.8603, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[12050/20018] gen_loss 0.0375, rec_loss 0.0271, lpips_loss 0.1772, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.0202, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[12060/20018] gen_loss 0.0243, rec_loss 0.0271, lpips_loss 0.1777, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.4350, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12070/20018] gen_loss 0.0214, rec_loss 0.0274, lpips_loss 0.1777, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.5454, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12080/20018] gen_loss 0.0290, rec_loss 0.0272, lpips_loss 0.1779, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 5.3488, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0329,
Train Epoch: [3/15] Iters:[12090/20018] gen_loss 0.0250, rec_loss 0.0271, lpips_loss 0.1772, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.4230, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12100/20018] gen_loss 0.0316, rec_loss 0.0270, lpips_loss 0.1761, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.1818, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12110/20018] gen_loss 0.0345, rec_loss 0.0267, lpips_loss 0.1758, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0856, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12120/20018] gen_loss 0.0357, rec_loss 0.0267, lpips_loss 0.1752, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0262, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[12130/20018] gen_loss 0.0320, rec_loss 0.0270, lpips_loss 0.1759, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.1236, d_loss 0.4003, logits_real 0.0333, logits_fake 0.0336,
Train Epoch: [3/15] Iters:[12140/20018] gen_loss 0.0328, rec_loss 0.0267, lpips_loss 0.1755, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.0873, d_loss 0.4003, logits_real 0.0331, logits_fake 0.0336,
Train Epoch: [3/15] Iters:[12150/20018] gen_loss 0.0331, rec_loss 0.0262, lpips_loss 0.1757, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.0312, d_loss 0.4003, logits_real 0.0333, logits_fake 0.0338,
Train Epoch: [3/15] Iters:[12160/20018] gen_loss 0.0282, rec_loss 0.0263, lpips_loss 0.1757, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.1070, d_loss 0.4003, logits_real 0.0337, logits_fake 0.0342,
Train Epoch: [3/15] Iters:[12170/20018] gen_loss 0.0192, rec_loss 0.0262, lpips_loss 0.1766, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.3372, d_loss 0.4003, logits_real 0.0341, logits_fake 0.0345,
Train Epoch: [3/15] Iters:[12180/20018] gen_loss 0.0247, rec_loss 0.0260, lpips_loss 0.1769, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 5.1774, d_loss 0.4003, logits_real 0.0342, logits_fake 0.0345,
Train Epoch: [3/15] Iters:[12190/20018] gen_loss 0.0310, rec_loss 0.0258, lpips_loss 0.1774, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 4.9952, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0344,
Train Epoch: [3/15] Iters:[12200/20018] gen_loss 0.0345, rec_loss 0.0261, lpips_loss 0.1782, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.9435, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0344,
Train Epoch: [3/15] Iters:[12210/20018] gen_loss 0.0437, rec_loss 0.0266, lpips_loss 0.1783, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.6989, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0344,
Train Epoch: [3/15] Iters:[12220/20018] gen_loss 0.0494, rec_loss 0.0269, lpips_loss 0.1787, g_loss -0.0344, disc_weight 0.4000, disc_adaptive_weight 4.5414, d_loss 0.4002, logits_real 0.0344, logits_fake 0.0344,
Train Epoch: [3/15] Iters:[12230/20018] gen_loss 0.0486, rec_loss 0.0266, lpips_loss 0.1776, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.5525, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0342,
Train Epoch: [3/15] Iters:[12240/20018] gen_loss 0.0451, rec_loss 0.0273, lpips_loss 0.1784, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.6717, d_loss 0.4002, logits_real 0.0344, logits_fake 0.0345,
Train Epoch: [3/15] Iters:[12250/20018] gen_loss 0.0379, rec_loss 0.0276, lpips_loss 0.1780, g_loss -0.0345, disc_weight 0.4000, disc_adaptive_weight 4.8654, d_loss 0.4002, logits_real 0.0344, logits_fake 0.0345,
Train Epoch: [3/15] Iters:[12260/20018] gen_loss 0.0382, rec_loss 0.0271, lpips_loss 0.1766, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.8470, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0342,
Train Epoch: [3/15] Iters:[12270/20018] gen_loss 0.0421, rec_loss 0.0267, lpips_loss 0.1755, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.7430, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0340,
Train Epoch: [3/15] Iters:[12280/20018] gen_loss 0.0394, rec_loss 0.0270, lpips_loss 0.1763, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 4.8453, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0339,
Train Epoch: [3/15] Iters:[12290/20018] gen_loss 0.0375, rec_loss 0.0268, lpips_loss 0.1745, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 4.8570, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0338,
Train Epoch: [3/15] Iters:[12300/20018] gen_loss 0.0400, rec_loss 0.0267, lpips_loss 0.1750, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.7961, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0338,
Train Epoch: [3/15] Iters:[12310/20018] gen_loss 0.0378, rec_loss 0.0269, lpips_loss 0.1758, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.8878, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0339,
Train Epoch: [3/15] Iters:[12320/20018] gen_loss 0.0356, rec_loss 0.0271, lpips_loss 0.1765, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 4.9344, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0340,
Train Epoch: [3/15] Iters:[12330/20018] gen_loss 0.0380, rec_loss 0.0271, lpips_loss 0.1763, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.8409, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0340,
Train Epoch: [3/15] Iters:[12340/20018] gen_loss 0.0306, rec_loss 0.0270, lpips_loss 0.1770, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.0656, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0340,
Train Epoch: [3/15] Iters:[12350/20018] gen_loss 0.0241, rec_loss 0.0272, lpips_loss 0.1762, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.2271, d_loss 0.4002, logits_real 0.0341, logits_fake 0.0341,
Train Epoch: [3/15] Iters:[12360/20018] gen_loss 0.0129, rec_loss 0.0272, lpips_loss 0.1765, g_loss -0.0348, disc_weight 0.4000, disc_adaptive_weight 5.4892, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0344,
Train Epoch: [3/15] Iters:[12370/20018] gen_loss -0.0020, rec_loss 0.0270, lpips_loss 0.1765, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 5.8792, d_loss 0.4002, logits_real 0.0345, logits_fake 0.0347,
Train Epoch: [3/15] Iters:[12380/20018] gen_loss -0.0049, rec_loss 0.0272, lpips_loss 0.1759, g_loss -0.0351, disc_weight 0.4000, disc_adaptive_weight 5.9293, d_loss 0.4002, logits_real 0.0347, logits_fake 0.0349,
Train Epoch: [3/15] Iters:[12390/20018] gen_loss 0.0072, rec_loss 0.0272, lpips_loss 0.1761, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.5728, d_loss 0.4002, logits_real 0.0348, logits_fake 0.0350,
Train Epoch: [3/15] Iters:[12400/20018] gen_loss 0.0168, rec_loss 0.0272, lpips_loss 0.1764, g_loss -0.0352, disc_weight 0.4000, disc_adaptive_weight 5.2936, d_loss 0.4002, logits_real 0.0348, logits_fake 0.0351,
Train Epoch: [3/15] Iters:[12410/20018] gen_loss 0.0243, rec_loss 0.0270, lpips_loss 0.1755, g_loss -0.0350, disc_weight 0.4000, disc_adaptive_weight 5.0822, d_loss 0.4002, logits_real 0.0347, logits_fake 0.0348,
Train Epoch: [3/15] Iters:[12420/20018] gen_loss 0.0447, rec_loss 0.0275, lpips_loss 0.1759, g_loss -0.0346, disc_weight 0.4000, disc_adaptive_weight 4.5816, d_loss 0.4002, logits_real 0.0344, logits_fake 0.0346,
Train Epoch: [3/15] Iters:[12430/20018] gen_loss 0.0422, rec_loss 0.0272, lpips_loss 0.1765, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 4.7159, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0341,
Train Epoch: [3/15] Iters:[12440/20018] gen_loss 0.0426, rec_loss 0.0279, lpips_loss 0.1775, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.8382, d_loss 0.4003, logits_real 0.0334, logits_fake 0.0337,
Train Epoch: [3/15] Iters:[12450/20018] gen_loss 0.0447, rec_loss 0.0275, lpips_loss 0.1768, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 4.8293, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0330,
Train Epoch: [3/15] Iters:[12460/20018] gen_loss 0.0472, rec_loss 0.0276, lpips_loss 0.1767, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 4.8278, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0327,
Train Epoch: [3/15] Iters:[12470/20018] gen_loss 0.0475, rec_loss 0.0269, lpips_loss 0.1753, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 4.7801, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[12480/20018] gen_loss 0.0489, rec_loss 0.0273, lpips_loss 0.1762, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 4.7899, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[12490/20018] gen_loss 0.0464, rec_loss 0.0267, lpips_loss 0.1766, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 4.8460, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[12500/20018] gen_loss 0.0481, rec_loss 0.0268, lpips_loss 0.1772, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 4.8078, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0326,
Train Epoch: [3/15] Iters:[12510/20018] gen_loss 0.0519, rec_loss 0.0269, lpips_loss 0.1780, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 4.7349, d_loss 0.4002, logits_real 0.0322, logits_fake 0.0325,
Train Epoch: [3/15] Iters:[12520/20018] gen_loss 0.0505, rec_loss 0.0275, lpips_loss 0.1785, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 4.8719, d_loss 0.4002, logits_real 0.0318, logits_fake 0.0319,
Train Epoch: [3/15] Iters:[12530/20018] gen_loss 0.0586, rec_loss 0.0272, lpips_loss 0.1773, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 4.6119, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0317,
Train Epoch: [3/15] Iters:[12540/20018] gen_loss 0.0557, rec_loss 0.0277, lpips_loss 0.1772, g_loss -0.0315, disc_weight 0.4000, disc_adaptive_weight 4.7525, d_loss 0.4002, logits_real 0.0313, logits_fake 0.0316,
Train Epoch: [3/15] Iters:[12550/20018] gen_loss 0.0552, rec_loss 0.0281, lpips_loss 0.1778, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 4.8130, d_loss 0.4002, logits_real 0.0312, logits_fake 0.0314,
Train Epoch: [3/15] Iters:[12560/20018] gen_loss 0.0544, rec_loss 0.0282, lpips_loss 0.1779, g_loss -0.0312, disc_weight 0.4000, disc_adaptive_weight 4.8674, d_loss 0.4002, logits_real 0.0310, logits_fake 0.0312,
Train Epoch: [3/15] Iters:[12570/20018] gen_loss 0.0482, rec_loss 0.0282, lpips_loss 0.1781, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 5.0405, d_loss 0.4003, logits_real 0.0311, logits_fake 0.0313,
Train Epoch: [3/15] Iters:[12580/20018] gen_loss 0.0457, rec_loss 0.0284, lpips_loss 0.1790, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 5.1522, d_loss 0.4002, logits_real 0.0312, logits_fake 0.0313,
Train Epoch: [3/15] Iters:[12590/20018] gen_loss 0.0475, rec_loss 0.0275, lpips_loss 0.1779, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 5.0162, d_loss 0.4002, logits_real 0.0312, logits_fake 0.0314,
Train Epoch: [3/15] Iters:[12600/20018] gen_loss 0.0390, rec_loss 0.0273, lpips_loss 0.1784, g_loss -0.0315, disc_weight 0.4000, disc_adaptive_weight 5.2944, d_loss 0.4002, logits_real 0.0312, logits_fake 0.0315,
Train Epoch: [3/15] Iters:[12610/20018] gen_loss 0.0307, rec_loss 0.0272, lpips_loss 0.1786, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 5.5374, d_loss 0.4003, logits_real 0.0313, logits_fake 0.0317,
Train Epoch: [3/15] Iters:[12620/20018] gen_loss 0.0305, rec_loss 0.0273, lpips_loss 0.1796, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 5.5834, d_loss 0.4003, logits_real 0.0312, logits_fake 0.0318,
Train Epoch: [3/15] Iters:[12630/20018] gen_loss 0.0117, rec_loss 0.0278, lpips_loss 0.1794, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 6.1080, d_loss 0.4003, logits_real 0.0316, logits_fake 0.0322,
Train Epoch: [3/15] Iters:[12640/20018] gen_loss 0.0057, rec_loss 0.0283, lpips_loss 0.1803, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 6.2440, d_loss 0.4003, logits_real 0.0321, logits_fake 0.0327,
Train Epoch: [3/15] Iters:[12650/20018] gen_loss 0.0085, rec_loss 0.0278, lpips_loss 0.1788, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 6.0269, d_loss 0.4003, logits_real 0.0325, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12660/20018] gen_loss 0.0090, rec_loss 0.0278, lpips_loss 0.1779, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.9414, d_loss 0.4003, logits_real 0.0328, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[12670/20018] gen_loss 0.0139, rec_loss 0.0275, lpips_loss 0.1774, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.7415, d_loss 0.4003, logits_real 0.0328, logits_fake 0.0332,
Train Epoch: [3/15] Iters:[12680/20018] gen_loss 0.0304, rec_loss 0.0269, lpips_loss 0.1775, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.2486, d_loss 0.4003, logits_real 0.0327, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12690/20018] gen_loss 0.0412, rec_loss 0.0268, lpips_loss 0.1760, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 4.9481, d_loss 0.4003, logits_real 0.0323, logits_fake 0.0327,
Train Epoch: [3/15] Iters:[12700/20018] gen_loss 0.0392, rec_loss 0.0268, lpips_loss 0.1756, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 5.0571, d_loss 0.4002, logits_real 0.0320, logits_fake 0.0322,
Train Epoch: [3/15] Iters:[12710/20018] gen_loss 0.0425, rec_loss 0.0269, lpips_loss 0.1759, g_loss -0.0321, disc_weight 0.4000, disc_adaptive_weight 4.9801, d_loss 0.4002, logits_real 0.0320, logits_fake 0.0321,
Train Epoch: [3/15] Iters:[12720/20018] gen_loss 0.0342, rec_loss 0.0271, lpips_loss 0.1764, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.2159, d_loss 0.4002, logits_real 0.0322, logits_fake 0.0323,
Train Epoch: [3/15] Iters:[12730/20018] gen_loss 0.0238, rec_loss 0.0273, lpips_loss 0.1761, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.5162, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0324,
Train Epoch: [3/15] Iters:[12740/20018] gen_loss 0.0175, rec_loss 0.0275, lpips_loss 0.1781, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 5.7514, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0326,
Train Epoch: [3/15] Iters:[12750/20018] gen_loss 0.0169, rec_loss 0.0280, lpips_loss 0.1784, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.7364, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0331,
Train Epoch: [3/15] Iters:[12760/20018] gen_loss 0.0201, rec_loss 0.0274, lpips_loss 0.1783, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.5715, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0334,
Train Epoch: [3/15] Iters:[12770/20018] gen_loss 0.0247, rec_loss 0.0274, lpips_loss 0.1773, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.4104, d_loss 0.4003, logits_real 0.0331, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12780/20018] gen_loss 0.0320, rec_loss 0.0277, lpips_loss 0.1781, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.2205, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0334,
Train Epoch: [3/15] Iters:[12790/20018] gen_loss 0.0372, rec_loss 0.0274, lpips_loss 0.1774, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.0149, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12800/20018] gen_loss 0.0344, rec_loss 0.0273, lpips_loss 0.1785, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.1330, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0335,
Train Epoch: [3/15] Iters:[12810/20018] gen_loss 0.0321, rec_loss 0.0275, lpips_loss 0.1783, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.2162, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0333,
Train Epoch: [3/15] Iters:[12820/20018] gen_loss 0.0372, rec_loss 0.0274, lpips_loss 0.1784, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0953, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0329,
Train Epoch: [3/15] Iters:[12830/20018] gen_loss 0.0339, rec_loss 0.0267, lpips_loss 0.1772, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 5.2025, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
