dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [4/10] Iters:[10180/20018] gen_loss 0.4334, rec_loss 0.0281, lpips_loss 0.1810, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.8677, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[10190/20018] gen_loss 0.4290, rec_loss 0.0282, lpips_loss 0.1809, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.7933, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10200/20018] gen_loss 0.4383, rec_loss 0.0281, lpips_loss 0.1810, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 6.1185, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10210/20018] gen_loss 0.4309, rec_loss 0.0283, lpips_loss 0.1808, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.9496, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10220/20018] gen_loss 0.4222, rec_loss 0.0281, lpips_loss 0.1815, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.7230, d_loss 0.4003, logits_real -0.0375, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10230/20018] gen_loss 0.4135, rec_loss 0.0281, lpips_loss 0.1817, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.4862, d_loss 0.4002, logits_real -0.0372, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[10240/20018] gen_loss 0.4147, rec_loss 0.0283, lpips_loss 0.1827, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.4642, d_loss 0.4002, logits_real -0.0372, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[10250/20018] gen_loss 0.4066, rec_loss 0.0285, lpips_loss 0.1830, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.2084, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10260/20018] gen_loss 0.4177, rec_loss 0.0284, lpips_loss 0.1828, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.4999, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10270/20018] gen_loss 0.4083, rec_loss 0.0282, lpips_loss 0.1817, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.2906, d_loss 0.4001, logits_real -0.0368, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10280/20018] gen_loss 0.4177, rec_loss 0.0282, lpips_loss 0.1825, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.5196, d_loss 0.4001, logits_real -0.0369, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10290/20018] gen_loss 0.4129, rec_loss 0.0281, lpips_loss 0.1817, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.4167, d_loss 0.4001, logits_real -0.0370, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10300/20018] gen_loss 0.4093, rec_loss 0.0276, lpips_loss 0.1818, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.3388, d_loss 0.4001, logits_real -0.0369, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10310/20018] gen_loss 0.4065, rec_loss 0.0276, lpips_loss 0.1810, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.3385, d_loss 0.4001, logits_real -0.0367, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10320/20018] gen_loss 0.4071, rec_loss 0.0283, lpips_loss 0.1830, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 5.3255, d_loss 0.4002, logits_real -0.0367, logits_fake -0.0367,
Train Epoch: [4/10] Iters:[10330/20018] gen_loss 0.4054, rec_loss 0.0282, lpips_loss 0.1819, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.3286, d_loss 0.4002, logits_real -0.0366, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[10340/20018] gen_loss 0.4093, rec_loss 0.0281, lpips_loss 0.1815, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.4484, d_loss 0.4001, logits_real -0.0366, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[10350/20018] gen_loss 0.4082, rec_loss 0.0279, lpips_loss 0.1812, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 5.4074, d_loss 0.4002, logits_real -0.0368, logits_fake -0.0368,
Train Epoch: [4/10] Iters:[10360/20018] gen_loss 0.4082, rec_loss 0.0278, lpips_loss 0.1821, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.3498, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0369,
Train Epoch: [4/10] Iters:[10370/20018] gen_loss 0.4081, rec_loss 0.0275, lpips_loss 0.1806, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.3529, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10380/20018] gen_loss 0.4082, rec_loss 0.0274, lpips_loss 0.1810, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.3203, d_loss 0.4002, logits_real -0.0375, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[10390/20018] gen_loss 0.4105, rec_loss 0.0280, lpips_loss 0.1824, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.3129, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[10400/20018] gen_loss 0.4170, rec_loss 0.0284, lpips_loss 0.1825, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.4739, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[10410/20018] gen_loss 0.4109, rec_loss 0.0288, lpips_loss 0.1831, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.2380, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0380,
Train Epoch: [4/10] Iters:[10420/20018] gen_loss 0.4129, rec_loss 0.0287, lpips_loss 0.1829, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.2664, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[10430/20018] gen_loss 0.4138, rec_loss 0.0289, lpips_loss 0.1829, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.2600, d_loss 0.4002, logits_real -0.0387, logits_fake -0.0385,
Train Epoch: [4/10] Iters:[10440/20018] gen_loss 0.4138, rec_loss 0.0287, lpips_loss 0.1826, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.2248, d_loss 0.4002, logits_real -0.0391, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[10450/20018] gen_loss 0.4224, rec_loss 0.0287, lpips_loss 0.1824, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.4115, d_loss 0.4002, logits_real -0.0393, logits_fake -0.0392,
Train Epoch: [4/10] Iters:[10460/20018] gen_loss 0.4203, rec_loss 0.0283, lpips_loss 0.1822, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.3423, d_loss 0.4002, logits_real -0.0393, logits_fake -0.0394,
Train Epoch: [4/10] Iters:[10470/20018] gen_loss 0.4225, rec_loss 0.0287, lpips_loss 0.1830, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.3814, d_loss 0.4002, logits_real -0.0393, logits_fake -0.0394,
Train Epoch: [4/10] Iters:[10480/20018] gen_loss 0.4323, rec_loss 0.0286, lpips_loss 0.1833, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.6282, d_loss 0.4001, logits_real -0.0392, logits_fake -0.0394,
Train Epoch: [4/10] Iters:[10490/20018] gen_loss 0.4327, rec_loss 0.0284, lpips_loss 0.1818, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.7394, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[10500/20018] gen_loss 0.4170, rec_loss 0.0285, lpips_loss 0.1824, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.3796, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0383,
Train Epoch: [4/10] Iters:[10510/20018] gen_loss 0.4145, rec_loss 0.0282, lpips_loss 0.1825, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.4168, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0375,
Train Epoch: [4/10] Iters:[10520/20018] gen_loss 0.4051, rec_loss 0.0278, lpips_loss 0.1814, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.2548, d_loss 0.4002, logits_real -0.0372, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10530/20018] gen_loss 0.3986, rec_loss 0.0276, lpips_loss 0.1809, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.1933, d_loss 0.4002, logits_real -0.0366, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[10540/20018] gen_loss 0.4019, rec_loss 0.0272, lpips_loss 0.1817, g_loss 0.0364, disc_weight 0.4000, disc_adaptive_weight 5.3194, d_loss 0.4002, logits_real -0.0363, logits_fake -0.0361,
Train Epoch: [4/10] Iters:[10550/20018] gen_loss 0.4030, rec_loss 0.0272, lpips_loss 0.1811, g_loss 0.0362, disc_weight 0.4000, disc_adaptive_weight 5.3897, d_loss 0.4002, logits_real -0.0361, logits_fake -0.0361,
Train Epoch: [4/10] Iters:[10560/20018] gen_loss 0.4078, rec_loss 0.0277, lpips_loss 0.1803, g_loss 0.0362, disc_weight 0.4000, disc_adaptive_weight 5.5247, d_loss 0.4002, logits_real -0.0363, logits_fake -0.0361,
Train Epoch: [4/10] Iters:[10570/20018] gen_loss 0.4151, rec_loss 0.0276, lpips_loss 0.1808, g_loss 0.0360, disc_weight 0.4000, disc_adaptive_weight 5.7411, d_loss 0.4002, logits_real -0.0362, logits_fake -0.0361,
Train Epoch: [4/10] Iters:[10580/20018] gen_loss 0.4109, rec_loss 0.0276, lpips_loss 0.1797, g_loss 0.0364, disc_weight 0.4000, disc_adaptive_weight 5.6045, d_loss 0.4002, logits_real -0.0365, logits_fake -0.0365,
Train Epoch: [4/10] Iters:[10590/20018] gen_loss 0.4051, rec_loss 0.0284, lpips_loss 0.1801, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 5.3888, d_loss 0.4001, logits_real -0.0365, logits_fake -0.0367,
Train Epoch: [4/10] Iters:[10600/20018] gen_loss 0.4175, rec_loss 0.0280, lpips_loss 0.1800, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.6655, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [4/10] Iters:[10610/20018] gen_loss 0.4289, rec_loss 0.0281, lpips_loss 0.1806, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.8859, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10620/20018] gen_loss 0.4251, rec_loss 0.0284, lpips_loss 0.1809, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.6907, d_loss 0.4002, logits_real -0.0382, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[10630/20018] gen_loss 0.4295, rec_loss 0.0285, lpips_loss 0.1823, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.7314, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0384,
Train Epoch: [4/10] Iters:[10640/20018] gen_loss 0.4303, rec_loss 0.0281, lpips_loss 0.1833, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.6928, d_loss 0.4002, logits_real -0.0388, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[10650/20018] gen_loss 0.4305, rec_loss 0.0284, lpips_loss 0.1841, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.6643, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0388,
Train Epoch: [4/10] Iters:[10660/20018] gen_loss 0.4175, rec_loss 0.0277, lpips_loss 0.1828, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.3516, d_loss 0.4002, logits_real -0.0390, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[10670/20018] gen_loss 0.4191, rec_loss 0.0276, lpips_loss 0.1827, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3853, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[10680/20018] gen_loss 0.4176, rec_loss 0.0274, lpips_loss 0.1817, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.4084, d_loss 0.4002, logits_real -0.0388, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[10690/20018] gen_loss 0.4183, rec_loss 0.0275, lpips_loss 0.1804, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.4980, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0384,
Train Epoch: [4/10] Iters:[10700/20018] gen_loss 0.4071, rec_loss 0.0278, lpips_loss 0.1806, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.2191, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[10710/20018] gen_loss 0.4111, rec_loss 0.0278, lpips_loss 0.1810, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.3296, d_loss 0.4001, logits_real -0.0377, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10720/20018] gen_loss 0.4165, rec_loss 0.0283, lpips_loss 0.1815, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.5292, d_loss 0.4002, logits_real -0.0373, logits_fake -0.0374,
Train Epoch: [4/10] Iters:[10730/20018] gen_loss 0.4096, rec_loss 0.0286, lpips_loss 0.1827, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.2952, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10740/20018] gen_loss 0.4103, rec_loss 0.0283, lpips_loss 0.1833, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.2680, d_loss 0.4002, logits_real -0.0375, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[10750/20018] gen_loss 0.4121, rec_loss 0.0288, lpips_loss 0.1839, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.2600, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10760/20018] gen_loss 0.4076, rec_loss 0.0292, lpips_loss 0.1850, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.0985, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0380,
Train Epoch: [4/10] Iters:[10770/20018] gen_loss 0.3956, rec_loss 0.0294, lpips_loss 0.1848, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.7399, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0383,
Train Epoch: [4/10] Iters:[10780/20018] gen_loss 0.4018, rec_loss 0.0297, lpips_loss 0.1853, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 4.9180, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0383,
Train Epoch: [4/10] Iters:[10790/20018] gen_loss 0.4006, rec_loss 0.0296, lpips_loss 0.1844, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 4.9497, d_loss 0.4001, logits_real -0.0378, logits_fake -0.0379,
Train Epoch: [4/10] Iters:[10800/20018] gen_loss 0.4028, rec_loss 0.0294, lpips_loss 0.1833, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.1033, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0375,
Train Epoch: [4/10] Iters:[10810/20018] gen_loss 0.4049, rec_loss 0.0293, lpips_loss 0.1820, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.2360, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10820/20018] gen_loss 0.4110, rec_loss 0.0290, lpips_loss 0.1825, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.4185, d_loss 0.4001, logits_real -0.0370, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[10830/20018] gen_loss 0.4183, rec_loss 0.0292, lpips_loss 0.1823, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.6385, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[10840/20018] gen_loss 0.4124, rec_loss 0.0291, lpips_loss 0.1820, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 5.4695, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10850/20018] gen_loss 0.4068, rec_loss 0.0290, lpips_loss 0.1820, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.2769, d_loss 0.4001, logits_real -0.0375, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10860/20018] gen_loss 0.4058, rec_loss 0.0287, lpips_loss 0.1825, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.2100, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10870/20018] gen_loss 0.4074, rec_loss 0.0284, lpips_loss 0.1823, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.2523, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10880/20018] gen_loss 0.4009, rec_loss 0.0277, lpips_loss 0.1807, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.1239, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[10890/20018] gen_loss 0.4042, rec_loss 0.0276, lpips_loss 0.1822, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.1932, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[10900/20018] gen_loss 0.4060, rec_loss 0.0276, lpips_loss 0.1827, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.2600, d_loss 0.4002, logits_real -0.0374, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10910/20018] gen_loss 0.4039, rec_loss 0.0276, lpips_loss 0.1832, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.2365, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0370,
Train Epoch: [4/10] Iters:[10920/20018] gen_loss 0.3990, rec_loss 0.0273, lpips_loss 0.1822, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.1451, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[10930/20018] gen_loss 0.3897, rec_loss 0.0278, lpips_loss 0.1839, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 4.8147, d_loss 0.4002, logits_real -0.0371, logits_fake -0.0371,
Train Epoch: [4/10] Iters:[10940/20018] gen_loss 0.3866, rec_loss 0.0276, lpips_loss 0.1823, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 4.7502, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0373,
Train Epoch: [4/10] Iters:[10950/20018] gen_loss 0.3906, rec_loss 0.0273, lpips_loss 0.1817, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 4.8218, d_loss 0.4002, logits_real -0.0376, logits_fake -0.0376,
Train Epoch: [4/10] Iters:[10960/20018] gen_loss 0.4161, rec_loss 0.0276, lpips_loss 0.1821, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.3926, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[10970/20018] gen_loss 0.4284, rec_loss 0.0283, lpips_loss 0.1843, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.5848, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0384,
Train Epoch: [4/10] Iters:[10980/20018] gen_loss 0.4432, rec_loss 0.0281, lpips_loss 0.1842, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.9477, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[10990/20018] gen_loss 0.4561, rec_loss 0.0284, lpips_loss 0.1851, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 6.2199, d_loss 0.4001, logits_real -0.0388, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[11000/20018] gen_loss 0.4537, rec_loss 0.0288, lpips_loss 0.1850, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 6.1556, d_loss 0.4001, logits_real -0.0388, logits_fake -0.0389,
Train Epoch: [4/10] Iters:[11010/20018] gen_loss 0.4338, rec_loss 0.0289, lpips_loss 0.1851, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.6327, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0391,
Train Epoch: [4/10] Iters:[11020/20018] gen_loss 0.4356, rec_loss 0.0295, lpips_loss 0.1844, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.6570, d_loss 0.4001, logits_real -0.0392, logits_fake -0.0393,
Train Epoch: [4/10] Iters:[11030/20018] gen_loss 0.4314, rec_loss 0.0297, lpips_loss 0.1834, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.5317, d_loss 0.4002, logits_real -0.0397, logits_fake -0.0395,
Train Epoch: [4/10] Iters:[11040/20018] gen_loss 0.4276, rec_loss 0.0297, lpips_loss 0.1828, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.4542, d_loss 0.4002, logits_real -0.0396, logits_fake -0.0395,
Train Epoch: [4/10] Iters:[11050/20018] gen_loss 0.4324, rec_loss 0.0298, lpips_loss 0.1835, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.5630, d_loss 0.4002, logits_real -0.0396, logits_fake -0.0394,
Train Epoch: [4/10] Iters:[11060/20018] gen_loss 0.4305, rec_loss 0.0302, lpips_loss 0.1832, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.5496, d_loss 0.4002, logits_real -0.0394, logits_fake -0.0391,
Train Epoch: [4/10] Iters:[11070/20018] gen_loss 0.4177, rec_loss 0.0292, lpips_loss 0.1822, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3083, d_loss 0.4002, logits_real -0.0390, logits_fake -0.0387,
Train Epoch: [4/10] Iters:[11080/20018] gen_loss 0.4166, rec_loss 0.0286, lpips_loss 0.1820, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.3778, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[11090/20018] gen_loss 0.4153, rec_loss 0.0287, lpips_loss 0.1824, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.3788, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[11100/20018] gen_loss 0.4105, rec_loss 0.0280, lpips_loss 0.1808, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.3433, d_loss 0.4002, logits_real -0.0379, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[11110/20018] gen_loss 0.4067, rec_loss 0.0272, lpips_loss 0.1800, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.2838, d_loss 0.4001, logits_real -0.0377, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[11120/20018] gen_loss 0.4115, rec_loss 0.0272, lpips_loss 0.1801, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.3971, d_loss 0.4002, logits_real -0.0378, logits_fake -0.0377,
Train Epoch: [4/10] Iters:[11130/20018] gen_loss 0.4117, rec_loss 0.0276, lpips_loss 0.1812, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.3401, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0378,
Train Epoch: [4/10] Iters:[11140/20018] gen_loss 0.4039, rec_loss 0.0274, lpips_loss 0.1821, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.0846, d_loss 0.4002, logits_real -0.0382, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[11150/20018] gen_loss 0.4039, rec_loss 0.0280, lpips_loss 0.1835, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.0363, d_loss 0.4002, logits_real -0.0382, logits_fake -0.0381,
Train Epoch: [4/10] Iters:[11160/20018] gen_loss 0.4012, rec_loss 0.0278, lpips_loss 0.1843, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.9413, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[11170/20018] gen_loss 0.3970, rec_loss 0.0280, lpips_loss 0.1842, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 4.8498, d_loss 0.4002, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [4/10] Iters:[11180/20018] gen_loss 0.3899, rec_loss 0.0280, lpips_loss 0.1846, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 4.6721, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
